# A [mK^2 * Mpc^3]
3.842844998266249368e-01 6.080760315828239726e-01
4.074104458043653065e-01 5.023989998696680725e-01
3.270125928466426357e-01 3.068657122281041594e-01
1.932111849663767644e-01 1.584422211575630401e-01
9.950860066110071844e-02 nan
nan nan
9.370081266474027115e-02 nan
1.230195935469277774e-01 9.218941502190138026e-02
1.622341365538184088e-01 9.212141950492659659e-02
1.856375219796172760e-01 1.279160748328085906e-01
2.068608431140042669e-01 1.857664106006844396e-01
2.228703712247664392e-01 1.820941798348944263e-01
2.716910907573233391e-01 2.129367255566244344e-01
3.412624888619093522e-01 3.000134524719808016e-01
4.141802805150509581e-01 3.911303666761357656e-01
4.413817711277176481e-01 4.365758373234608358e-01
4.170090134458074305e-01 3.939627611348766045e-01
2.870066019657662726e-01 2.324423987200703035e-01
1.476729000623702437e-01 1.564534166823912664e-01
1.021135965819037900e-01 9.573342685046391798e-02
1.389244580637941651e-01 9.259748940633434622e-02
1.409909557555638349e-01 9.008106737123235119e-02
1.979764826405339961e-01 1.506801661816050686e-01
3.063682199313388366e-01 2.524694040345344948e-01
3.578423377450663523e-01 2.788645066038696330e-01
3.648946628330250186e-01 2.534219376949121139e-01
3.406100748315339932e-01 2.007663048253834071e-01
2.605779112124854691e-01 1.577955646220491059e-01
1.417468388375666133e-01 1.300565428522090505e-01
nan 1.297092260342877224e-01
9.706846747257223684e-02 1.316035945906024462e-01
1.130715950594307490e-01 1.339616590223415282e-01
1.343820861785268994e-01 1.914924660343786944e-01
1.517273770600442717e-01 2.613478185410161303e-01
1.931955729228743701e-01 3.051659102817064206e-01
2.817622135452653720e-01 3.329859987630767737e-01
3.734433172456315120e-01 3.547828449645207827e-01
3.993753056843957761e-01 3.633261512677627980e-01
3.542725021025911469e-01 3.417287121339667721e-01
2.722052554748333741e-01 2.831729517649075878e-01
1.838899342350585608e-01 2.041068083309364456e-01
1.221284737616313981e-01 1.230046369908902315e-01
1.304887640439576224e-01 nan
1.887702962214328206e-01 nan
2.612761608132371238e-01 1.142862687519025366e-01
2.701155360756547497e-01 1.614136500248237738e-01
2.170400803344358642e-01 1.602300484112821333e-01
1.989311265968224940e-01 1.117623302049104428e-01
2.189354209955482744e-01 nan
1.964844943674383393e-01 nan
1.266043536836547467e-01 nan
nan nan
