2458049.00 2458049.41
2458058.00 2458058.48
2458059.00 2458059.48
2458085.56 2458085.99
2458095.00 2458095.30
2458095.49 2458095.58
2458096.00 2458096.52
2458104.00 2458104.47
2458105.00 2458105.43
2458109.20 2458109.46
2458114.00 2458114.32
2458135.00 2458135.43
2458136.20 2458136.43
2458139.00 2458139.34
2458141.00 2458141.52
2458144.00 2458144.31
2458145.00 2458145.38
2458148.00 2458148.37
2458185.00 2458185.52
2458189.52 2458189.99
2458199.00 2458199.29
2458200.00 2458200.26
2458205.00 2458205.28
2458206.00 2458206.34
