9.854047293344162739e+00 9.753119251633108888e+00
8.779958813650305061e+00 9.353485181498671253e+00
8.040248086912139769e+00 8.485647878080960993e+00
8.118964962448679046e+00 7.239519664339984395e+00
8.713256127143484520e+00 6.019951016189935444e+00
9.503411022375699346e+00 5.265821495723635337e+00
1.012052078590263271e+01 5.359686684228311293e+00
1.059264294727833899e+01 6.038075688435389665e+00
1.087573253587337163e+01 7.116472692408404299e+00
1.119719345091255036e+01 8.424922647186900093e+00
1.181978503761084554e+01 9.830773022069751121e+00
1.274257206585013869e+01 1.139574647833107690e+01
1.403629211155139700e+01 1.293583116843881342e+01
1.533496297130664487e+01 1.440244713025522927e+01
1.643581915771570578e+01 1.553971615153803576e+01
1.743006283852441740e+01 1.614628097958104291e+01
1.789052435855679235e+01 1.628515566380604085e+01
1.769526023996525765e+01 1.593524747724614343e+01
1.685221497126417844e+01 1.545329826604828760e+01
1.539324540904198280e+01 1.482128571476723522e+01
1.350188120537795378e+01 1.347945429514601479e+01
1.153721153747245687e+01 1.159865009207949704e+01
1.040575625443981700e+01 1.003075165085469500e+01
1.050965749448985420e+01 9.152746744992917627e+00
1.099491457701649644e+01 8.647197233228173019e+00
1.116137596833396728e+01 8.508054896705447234e+00
1.098645626900426997e+01 9.337812589525043450e+00
1.072790600755738133e+01 1.065247833521452847e+01
1.079147079524381425e+01 1.167329692678799091e+01
1.130674442656246192e+01 1.169354244254885344e+01
1.159753510934162790e+01 1.093968139326242550e+01
1.131810520342476245e+01 9.660069983340765276e+00
1.069454926392886307e+01 9.156534405176376623e+00
1.006059002667841185e+01 9.524063814310849807e+00
9.395152133712370457e+00 8.993604812766161416e+00
8.424268738748196483e+00 7.561465458934040207e+00
7.252105994592657368e+00 6.032440591733176483e+00
5.929528961770652806e+00 5.261065794384532701e+00
5.098365107354116077e+00 nan
nan nan
5.197925041712172955e+00 nan
