5.166651271056841210e+01 4.878930793228121843e+01
5.343993168384419334e+01 5.130413753621242279e+01
5.442413591730818467e+01 5.299059072175657548e+01
5.466115101110776209e+01 5.394415377880950757e+01
5.452017540340047219e+01 5.443453407461424831e+01
5.400925026538509144e+01 5.438058046059502715e+01
5.320013483438278712e+01 5.371559266847817327e+01
5.199934170666380595e+01 5.221446073967429413e+01
5.025222105513584836e+01 4.981000028100075383e+01
4.777183341738536626e+01 4.601472674864500334e+01
4.436931668899957515e+01 4.065994177061448767e+01
4.010779507329840499e+01 3.424387109374485760e+01
3.577354319955580308e+01 2.940769473727677763e+01
3.198386242770259713e+01 2.841405962078590619e+01
2.974976765284548819e+01 2.946175837202499181e+01
2.917673730417279288e+01 3.020088839939835168e+01
2.962401497860966160e+01 2.947914984545729666e+01
2.947306813394930813e+01 2.625005926017777114e+01
2.756260512871882185e+01 2.034175650042792682e+01
2.449248719264442542e+01 1.452330029143518431e+01
2.232938346360737825e+01 1.449308130675360573e+01
2.239124857247288958e+01 1.897361890857927591e+01
2.409562430080034545e+01 2.296217038725227866e+01
2.593943656339948944e+01 2.564298816486457611e+01
2.739524815908997368e+01 2.718347040207753906e+01
2.834116224973963938e+01 2.782957199347085009e+01
2.850516528966679175e+01 2.766965545097728096e+01
2.796386339760113415e+01 2.666247007068751884e+01
2.647122422109369566e+01 2.469347706205066828e+01
2.487848841531600996e+01 2.262281519064585922e+01
2.332284669414360678e+01 2.025342439916610005e+01
2.260557384915975021e+01 1.839292819956270719e+01
2.343161845492738493e+01 1.804127117368494027e+01
2.565328866197609159e+01 1.969004390106684710e+01
2.840897145849560346e+01 2.276162614272997331e+01
3.090485131284037834e+01 2.612773888499105723e+01
3.325628857424196383e+01 2.957593496394435562e+01
3.483736517151577061e+01 3.215064294948071222e+01
3.554453093651044071e+01 3.367551466321469178e+01
3.527564114836869180e+01 3.380767723251739909e+01
3.396631495453054583e+01 3.264715630561671844e+01
3.198329366387636696e+01 3.064208698014594745e+01
2.959157585833160198e+01 2.822229836143948489e+01
2.752757443327718079e+01 2.609944754944153189e+01
2.620645628507826785e+01 2.458420203635183299e+01
2.491849825283222231e+01 2.295018051350477606e+01
2.250060702169093574e+01 2.023688295602081055e+01
1.857238954593643143e+01 1.682325501275552426e+01
1.396144168868563895e+01 1.393227355142655099e+01
1.033693587829583826e+01 1.282084576414629673e+01
8.639441289930765322e+00 1.298250789462006338e+01
8.104786045567987429e+00 1.347312449456777905e+01
8.231567300746805316e+00 1.384112277432632609e+01
9.414357133506156217e+00 1.475961287123432086e+01
1.139281006327886026e+01 1.676049320849463697e+01
1.441708550472482031e+01 1.995031983955102817e+01
1.827022957534969549e+01 2.386234293796861294e+01
2.248567147191201698e+01 2.812367756238685246e+01
2.669847174331747652e+01 3.247661409522514475e+01
3.071442429339272806e+01 3.659472322936637312e+01
3.433419858328097973e+01 4.017515491526348370e+01
3.770968207924946114e+01 4.325103226242021037e+01
4.094174805936010841e+01 4.572219930496264340e+01
4.390837801973833621e+01 4.763472489373009466e+01
4.640114107427533696e+01 4.851575689474595521e+01
4.827255096440714510e+01 4.820233511314270203e+01
5.020335658140956525e+01 4.692191181803070776e+01
5.232972631661473883e+01 4.647944993383514145e+01
5.536412623158605584e+01 4.837085286158212938e+01
5.910522625491387316e+01 5.244554974765291888e+01
6.290855287569318222e+01 5.763213214928501316e+01
6.610057345937210016e+01 6.283722250613236326e+01
6.855393350340135328e+01 6.736697794144444629e+01
7.001429495645714951e+01 7.056277384619711768e+01
7.046161072775878154e+01 7.206806884202779884e+01
6.992054650607860822e+01 7.156912863164237137e+01
6.825924070475804228e+01 6.883273184154147373e+01
6.532082175386491940e+01 6.428785689634878509e+01
6.106890611729873797e+01 5.849640801593648121e+01
5.564395131925371629e+01 5.281754125076955120e+01
4.932004826029200473e+01 4.860050524491798996e+01
4.275514535526231441e+01 4.572840329716368046e+01
3.671683518603015273e+01 4.323714204446174847e+01
3.178835294191476635e+01 4.001580215320571199e+01
2.782088183579126550e+01 3.571529118832327754e+01
2.422486416062364611e+01 3.189008939486872762e+01
2.113869845110956192e+01 2.637559716418289213e+01
2.200305998934125995e+01 1.819218079246269681e+01
2.430378036957569066e+01 1.665741102896887682e+01
2.807636242693979511e+01 2.606133399859993460e+01
4.148885324829824839e+01 3.716718571085388589e+01
5.631764767665316640e+01 4.978717130188429962e+01
6.811168934904158334e+01 6.096050588763468170e+01
7.854564925918312213e+01 7.233074590831932937e+01
8.542304571943802216e+01 8.097870639269149251e+01
8.968629277853894166e+01 8.719892203915827622e+01
9.239844018983109208e+01 9.096617007918578679e+01
9.367485232206706769e+01 9.257582014932978609e+01
9.421053557449999971e+01 9.216757393270071930e+01
9.384611710940264118e+01 9.013078651184703460e+01
9.259529888900046046e+01 8.711296340454393317e+01
9.031890729644482008e+01 8.341342198313856215e+01
8.666744804023448978e+01 7.948131873917782286e+01
8.149114209905536654e+01 7.484961713167595576e+01
7.550104125297350777e+01 6.953075268558272626e+01
6.928464732686614980e+01 6.357912613478507069e+01
6.373115464504580530e+01 5.705309424407690955e+01
5.816905088130131674e+01 4.994184534116053698e+01
5.087052956228685474e+01 4.292733638388092032e+01
4.053539970110229262e+01 3.600409774602241697e+01
2.851290229788755326e+01 2.812962970486302083e+01
1.732841919024494359e+01 1.942968003683132849e+01
1.203361291206075023e+01 1.740904658233282021e+01
1.575971037880369963e+01 2.638384339213210694e+01
2.210832657985262273e+01 3.713216493864105416e+01
