6.788390522795176629e+00 7.089647285442016944e+00
5.356001429992698348e+00 5.431655887810547867e+00
nan nan
nan nan
6.569777958236626247e+00 5.213103517229805028e+00
1.012497618221833307e+01 7.972082398749279264e+00
1.426819753550638303e+01 1.278377286185564898e+01
1.775214811442065255e+01 1.690653264659701449e+01
2.050879066648009896e+01 1.996727765441514890e+01
2.279465918572094552e+01 2.238077519825059269e+01
2.484137511616534510e+01 2.461689115502668557e+01
2.627689740301831378e+01 2.620747894184017923e+01
2.751926502018126897e+01 2.785227106076332149e+01
2.778751261465314215e+01 2.843261305817055984e+01
2.766456014633392257e+01 2.844595114709351691e+01
2.768801773761800433e+01 2.828101113925902155e+01
2.780694707726221537e+01 2.809654893177640744e+01
2.746732687168337605e+01 2.772599589009756471e+01
2.631626761496124800e+01 2.683560283275865999e+01
2.406097773654404648e+01 2.477114870226131416e+01
2.123343490613589069e+01 2.180689734576415617e+01
1.793422718625716428e+01 1.818028464309537284e+01
1.460644002436269062e+01 1.469956259089449802e+01
1.154518476963908036e+01 1.188993394135335180e+01
9.812431454850990775e+00 1.042348570276315201e+01
9.885090245255465646e+00 1.019200893723916401e+01
9.603298003370301927e+00 9.528130884180573190e+00
1.002698669277417309e+01 1.010271946880030036e+01
1.240961712536323347e+01 1.266747405430869655e+01
1.556396996269017663e+01 1.561005833914079055e+01
1.782632789311687205e+01 1.765737982402337636e+01
1.935961418404238898e+01 1.914522461857081481e+01
2.002405789824924653e+01 2.004601267410919263e+01
1.994704763475923670e+01 2.037958588263900594e+01
1.951703097496993777e+01 2.021499543633847651e+01
1.908770250903703669e+01 1.964940783017499371e+01
1.881879758046276763e+01 1.889644282316893964e+01
1.868661781567288216e+01 1.816020384247150332e+01
1.855747810544316678e+01 1.755235550398987954e+01
1.826841616922157741e+01 1.703933988294211943e+01
1.777462715853703656e+01 1.655101284457921551e+01
1.702810443119885164e+01 1.601337920392321479e+01
1.606307258077646338e+01 1.551249300582116675e+01
1.483769490701587834e+01 1.503087113625879034e+01
1.396956227798280636e+01 1.461800458651111079e+01
1.344685098913392096e+01 1.419036838275910917e+01
1.342787145509203484e+01 1.393373264798731981e+01
